회차,발언자명,발언자유형,정당,소속기관,직위,소속_직위,발화내용 요약
371회,정연수,unknown,,,입법조사관,입법조사관,정연수 발언은 구체적인 내용이나 쟁점이 없이 단순한 동의 표현에 그침. 별도의 문제제기나 요청사항이 없음.
371회,조의섭,government,,수석전문,위원,수석전문 위원,"조의섭 의원은 을지태극연습 평가관 운영, 민방위 시설 확충, 재해위험지역 정비 등 안전 관련 사업 예산 증액을 다수 요청했으며, 중복·비효율적 연구용역 감액과 안전정보 시스템 통합 관리 등 행정 개선도 요구했다. 총 1428억 원 증액과 3건 부대의견을 제시했다."
371회,최관호,unknown,,,경찰청경무인사기획관,경찰청경무인사기획관,"최관호 경무인사기획관은 강의료가 급수별로 시간당 9만 5000원에서 22만 원까지 차등 지급되며, 교육기관 내외 강의료 집행 기준이 기재부 지침에 따라 운영된다고 설명했다. 공안직군과 비교 시 경위·경감은 강의료가 다소 높고, 다른 계급은 일률적 조정이 필요하다고 밝혔다."
371회,최주원,government,,경찰청형사,과장,경찰청형사 과장,"최주원 형사과장은 국내 마약사범 중 해외 밀반입 사례가 많아 해외 출장을 통한 원천 차단과 공조가 중요하다고 설명했다. 마약 관련 범죄와 위험성이 증가해 수사관 보호를 위한 특수 장비(안경마스크, 니트릴 장갑) 구비 필요성을 강조했다."
371회,홍명곤,government,,경찰청복지정책,담당관,경찰청복지정책 담당관,홍명곤은 경찰 계급체계가 일반공무원보다 세분화되어 있어 경위·경감을 6급 상당으로 조정할 것을 요청했다. 또한 각 직급에 맞춰 기본급 인상을 요구했다. 이는 계급과 보수 체계의 형평성을 맞추기 위한 제안이다.
371회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"홍익표 위원은 2020년도 경찰청 및 행정안전부 예산안 심사에서 여성 범죄 대응 예산 증액과 수사활동경비 현실화 필요성을 강조하며, 일부 사업은 시범사업으로 축소 조정할 것을 제안하였다. 특정 지역 예산 편성에 대한 우려를 표명하고, 증액 요구 사업은 예산 당국과 협의해 조정하는 방안을 추진하였다. 전반적으로 예산 심사를 신속히 진행하며 부대 의견을 반영해 심사를 마무리하였다."
371회,황창선,government,,경찰청교통기획,과장,경찰청교통기획 과장,"황창선 총경은 고령 운전자 배려 캠페인이 법적 의무사항이 아니며, 공단에서 자발적으로 추진하는 것이라고 설명했다. 올해는 자체 홍보 예산으로 진행했으나, 배포 확대를 위해 예산 증액이 필요하다고 요청했다."
371회,권은희,lawmaker,국민의당,국회 행정안전위원회,위원,,"권은희 의원은 양천구 빗물펌프장 사고 관련 증인을 현대건설 토목사업본부 상무 이우호로 교체 신청할 것을 요청했다. 동료 위원들의 평가 발언을 자제하고, 서울시 국감에서 문제 제기 후 행안위에서 추가 증인 채택 여부를 논의하는 중재안을 제안했다."
371회,김병관,lawmaker,더불어민주당,국회 행정안전위원회,위원,,국감 중 증인․참고인 선정 회의를 위해 잠시 정회한 상황에서 특정 문제로 시간을 지체하는 것은 부적절하다고 지적했다. 여야 간 합의가 없으면 증인 선정은 미루고 국감을 계속 진행할 것을 요청했다. 기관증인들이 이미 자리에 있음을 언급하며 신속한 진행을 강조했다.
371회,김성태,government,,,위원,위원,"김성태 의원은 등명종합건설 대표 김해현 증인 채택을 민주당 간사 홍익표가 부당하게 반대하는 점을 문제 삼으며, 토지 특혜 분양 의혹 해소를 위해 증인 채택이 필요하다고 강력 요청했다. 또한, 위원장과 간사의 일방적 증인 제외는 국회의원의 국정감사 권한 침해이자 직권남용이라고 지적했다."
371회,박완수,lawmaker,새누리당,국회 행정안전위원회,위원,,"박완수 의원은 국정감사의 본질적 기능인 잘못된 점 바로잡기와 국정 견제를 위해 증인 채택이 여야 간 원만한 합의를 통해 이루어져야 한다고 강조했다. 과도한 정치적 증인 채택은 바람직하지 않으나, 합리적 요구는 수용하는 것이 국감 활성화에 도움이 된다고 밝혔다. 또한, 지역 경쟁자도 의혹 해소를 통해 선거에 긍정적 영향을 받을 수 있다고 설명했다."
371회,소병훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"소병훈은 증인·참고인 선정안이 이미 여러 차례 조정된 사안임을 강조하며, 지금 와서 증인 추가나 변경 요구는 사실상 증인 채택 반대와 같다고 지적했다. 위원장과 간사 간 협의 결과를 존중하고 추가 논의 없이 의결할 것을 요청했다. 또한, 서울시 감사에 해당 안건을 넘기길 바란다고 밝혔다."
371회,윤재옥,lawmaker,새누리당,국회 행정안전위원회,위원,,"윤재옥 의원은 개별 위원이 신청한 증인이 빠질 경우 의사진행발언으로 요청할 수밖에 없다고 설명하며, 간사 간 합의가 위원 요구를 무조건 제한하는 방식은 바람직하지 않다고 지적했다. 그는 상임위 내 충분한 대화와 이해를 통해 원만한 조정이 필요하다고 강조했다. 또한 간사들이 개별 위원에게 불가 사유를 명확히 설명하고 조정 노력을 해야 한다고 요청했다."
371회,이재정,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이재정 의원은 김성태 위원장의 증인 신청이 사적 이해관계에 기인한 전략적 판단임을 지적하며, 자유한국당의 증인 채택 막기와 관련한 내부 합의가 있었음을 설명했다. 또한, 모욕적인 발언에 대해 철회를 요구했다."
371회,이채익,lawmaker,새누리당,국회 행정안전위원회,위원,,"이채익 위원은 소방청 국감 종료 후 소방청 관계자 퇴장 후 상임위를 계속할 것을 건의하고, 여당 간사에게 증인 채택 요청이 거부돼 무력감을 느낀다고 밝혔다. 또한 조원진 위원의 '21대 경쟁자' 표현이 부적절하다고 지적하며, 여야 간 원만한 진행을 위해 정회를 제안했다."
371회,전혜숙,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"전혜숙 위원은 2019년도 국정감사 일반증인 출석요구 건을 의결하기 위해 회의를 개의했으나, 일부 위원 간 증인 채택에 대한 이견과 반복적인 발언으로 합의가 지연되자 정회를 선포하였다. 증인 출석요구는 간사 간 협의가 필요하며, 합의 없이는 의결이 어려움을 강조했다."
371회,조원진,lawmaker,새누리당,국회 행정안전위원회,위원,,"조원진 의원은 증인 안건이 국토위 소관이라 자유한국당이 해당 상임위로 넘길 것을 요청하며, 경쟁자 언급으로 인해 오해가 발생한 점을 문제 삼았다. 증인 채택은 마지막 종합감사 때 여야 간사 간 논의를 통해 결정하자고 제안하고, 여당의 증인 채택 압박을 비판했다. 또한 특정 인물 이름 거론이 부적절해 국감 진행에 부담을 준다고 지적했다."
371회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"홍익표는 증인 채택에 대해 간사 간 합의가 이루어지지 않아 표결을 보류하고 재협의할 것을 요청했다. 김성태 위원의 마곡지구 의혹 제기는 근거 없으며, 정치적 이해관계에 따른 주장이라고 비판했다. 의혹이 없으면 경찰에 고발하거나 수사 의뢰하라며 합의 없는 안건 처리는 불가함을 강조했다."
371회,전혜숙,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"전혜숙은 371회 행정안전위원회에서 2019년도 국정감사 일반증인 14명의 출석요구를 의결하고, 10월 10일 대구지방경찰청 국정감사는 현장시찰로 대체하기로 간사와 협의한 사실을 보고했다. 이어 국정감사에 대한 위원들의 협조를 당부하며 회의를 마쳤다."
371회,전혜숙,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"전혜숙은 371회 행정안전위원회 회의를 개의하며, 경기도 국감 참고인인 이국종 아주대병원 권역외상센터 소장 출석요구 건을 상정했다. 출석요구에 일부 이의가 있었으나 가결되었음을 선포했다. 이후 회의를 산회했다."
371회,전혜숙,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"전혜숙 의원은 371회 행정안전위원회 회의를 개의하며, 2019년도 국정감사 참고인 출석요구 안건을 상정했다. 참고인 김상교 출석요구에 대해 이의 없이 가결되었음을 보고했다. 이후 회의를 마치고 산회를 선포했다."
371회,鄭仁和,government,,,위원,위원,"鄭仁和 의원은 여순사건의 진상규명과 명예회복, 배·보상이 당연하며, 대규모 희생 사건은 특별법으로, 규모가 작은 사건은 과거사법으로 다뤄야 한다고 강조했다. 두 법안 모두 반드시 통과돼야 한다고 주장했다."
371회,강창일,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"강창일 의원은 제주 4·3과 여순사건이 연계된 대규모 사건으로 진실규명을 위해 특별법 제정이 필요하다고 강조했다. 진실규명 후 명예회복과 배·보상 단계로 진행해야 하며, 여당도 특별법 처리에 동의하고 있다고 설명했다. 법안 심사 과정에서 의견 조율이 어려워 안건조정위원회로 넘어간 경위도 언급했다."
371회,권은희,lawmaker,국민의당,국회 행정안전위원회,위원,,권은희 의원은 안건조정위원회에서 처리된 안건에 대해 국회법 규정을 전문위원에게 문의하며 명확한 설명을 요청했다.
371회,김민기,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김민기는 소수 의견을 낮 시간대가 아닌 밤중에 제시하는 것에 대해 문제를 제기하며, 시간대 선택에 대한 의문을 표현했다."
371회,김한정,lawmaker,더불어민주당,국회 행정안전위원회,위원,,김한정 위원은 이채익 위원의 일부 시민·학생들의 미국 대사관저 진입 사건 관련 발언이 현 정부를 친북·반미 불법 세력으로 몰아가는 잘못된 주장임을 지적했다. 민주당 정부는 해당 세력을 지지하지 않고 엄중히 대처하고 있음을 강조했다. 해당 발언은 속기록에서 삭제해 줄 것을 요청하며 야당의 협조를 당부했다.
371회,박완수,lawmaker,새누리당,국회 행정안전위원회,위원,,"박완수 의원은 대진연의 불법 행위에 대해 정부의 엄정 대응을 촉구하고, 소방공무원 국가직화 법안이 충분한 논의 없이 일방적으로 상정된 점을 문제 삼았다. 또한 국가직화가 근무환경 개선의 전부가 아니며, 지방분권 흐름과의 충돌 가능성에 대해 신중한 판단을 요구했다. 창원소방본부 독립과 교부세 지원 문제도 행안부장관의 관심을 요청했다."
371회,소병훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"소병훈은 자유한국당의 불참이 부담임을 지적하며, 이채익 간사를 설득해 일부라도 참석해 정족수를 채우자고 요청했다. 과거사법은 오랜 논의 끝에 자유한국당 지도부 결정 문제로 미뤄진 사안임을 설명했다. 참석을 통해 원활한 처리를 도모할 필요성을 강조했다."
371회,윤재옥,lawmaker,새누리당,국회 행정안전위원회,위원,,윤재옥 의원은 미 대사관저 불법 침입 사건에서 경찰의 무대응 문제를 지적하며 행안부 장관에게 특단의 조치를 요청했다. 또한 소방공무원 국가직화 법안에 대해 근본적 해결책이 아니며 지방재정 문제를 먼저 해결해야 한다고 비판했다. 이 법안이 지방분권에 부정적 영향을 미칠 우려도 제기했다.
371회,이언주,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이언주는 상대방의 제안이나 행동에 대해 불필요하니 하지 않아도 된다고 말하며, 상황을 편안하게 받아들이도록 요청했다."
371회,이재정,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이재정은 소방공무원의 국가직화가 국민 안전에 대한 국가의 일차적 책임을 확인하는 의미임을 강조했다. 지방자치 고유 사무의 본질은 자치권 행사지만, 소방 사무는 국민 안전을 최우선으로 하는 제도적 문제로 국회가 현실에 맞게 결정해야 한다고 설명했다. 또한 소방관 안전과 여건 개선도 국민 안전 책임 강화 차원임을 재차 밝혔다."
371회,이채익,lawmaker,새누리당,국회 행정안전위원회,위원,,"이채익 위원은 미 대사관저 불법 침입 사건에서 경찰의 소극적 대응과 늑장 조치를 강하게 비판하며, 문재인 정부가 친북·반미 단체의 불법 행위를 묵인하는 것 아니냐고 문제제기했다. 경찰 공권력 추락과 치안 혼란을 지적하며 행안부장관에게 경찰 권한 강화와 불법 집회 엄중 처벌을 촉구했다."
371회,이채익,lawmaker,새누리당,국회 행정안전위원회,위원장,,"이채익 위원은 19건 법률안 심사 결과를 보고하며, 일부 법안은 원안 의결, 일부는 통합 조정 대안 제안으로 본회의 부의하지 않기로 결정했음을 설명했다. 주요 내용은 벌금 상향, 행정절차 공청회 요구 확대, 서훈 취소 기준 완화 및 반환 절차 신설, 안전관리 강화, 소방공무원 의료기관 설치 근거 마련 등이다. 자세한 내용은 배부 자료를 참고해 달라고 요청했다."
371회,전혜숙,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"전혜숙 위원장은 371회 행정안전위원회에서 법안심사소위원회와 안건조정위원회의 심사 결과를 토대로 43건의 법률안을 일괄 의결하고, 일부 법안은 축조심사 후 의결하였으며, 자유한국당의 불참으로 일부 안건 의결이 지연된 점을 설명했다. 또한 소방공무원 국가직화 법안 등 주요 법안에 대해 위원들의 협조와 토론 방식을 조율하며 효율적 의사 진행을 요청했다. 회의 종료 시에는 위원들과 관계자들의 노고를 치하하며 산회를 선포했다."
371회,정문호,government,,소방,청장,소방 청장,"정문호는 소방공무원 국가직 전환 법률안 등 관련 법률안 심의 의결에 감사하며, 6만 소방공무원과 100만 소방가족을 대표해 국민 안전을 위해 노력할 것을 다짐했다. 또한 위원들의 조언을 정책에 반영하고 법률안 시행을 위한 후속 조치에 최선을 다할 것을 약속했다."
371회,진영,lawmaker,더불어민주당,국회 행정안전위원회,장관,,"진영 발언자는 행정절차법 등 법률안 통과 과정에서 제기된 문제와 의견을 인정하며, 이를 정책에 반영하고 후속 조치에 최선을 다할 것을 약속했다. 또한 늦은 시간까지 논의에 참여한 위원들에게 감사를 표했다."
371회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"홍익표는 과거사법 36조의 ‘피해 배상 및 보상’ 문구를 국가 책임을 명확히 하는 방향으로 수정할 것을 제안했다. 과거사법은 안건조정위에서 합의되지 않아 표결로 통과됐고, 국회법상 30일 이내 처리 의무가 있어 자유한국당 불참에도 표결 처리를 촉구했다. 자유한국당 참석 독려를 위해 잠시 정회를 제안하며 신속한 의결을 요청했다."
371회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"홍익표 의원은 소방공무원 국가직화 관련 법률안 조정안을 2020년 1월 1일 시행으로 의결하고, 소방안전교부세율 상향 및 소방특별회계 설치 법안도 조정하였음을 보고했다. 또한, 과거사 정리 및 공무원직장협의회 관련 법안도 조정안으로 의결되었음을 설명했다. 전반적으로 법안 심사 결과와 시행일 조정 내용을 중심으로 보고하였다."
371회,鄭仁和,government,,,위원,위원,여수세계박람회재단 토지·건물 취득세·재산세 감면 일몰 기한 연장 필요성을 제기하며 관련 법 개정을 요청했다. 여성 범죄 예방 인프라 설치 후 관리가 미흡하므로 지방자치단체와 협력해 관리 강화와 순찰 확대를 당부했다. 화성 8차 사건 억울한 옥살이 피해자 윤 모 씨에 대해 경찰이 재조사해 억울함을 해소할 것을 촉구했다.
371회,강창일,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"강창일 의원은 제주도 경찰의 강력범죄 발생률 1위와 경찰 1인당 담당 건수 과다 문제를 지적하며, 자치경찰제 도입으로 국가경찰 인력이 부족해 296명 증원이 필요하다고 강조했다. 관광객 유동성을 고려한 치안 강화와 제주형 치안 대책 마련을 촉구하며, 행안부와 경찰청의 적극적인 지원을 요청했다."
371회,김민기,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김민기 의원은 국과수 법의관 결원과 낮은 보수 문제를 지적하며 처우 개선을 요청했고, 운전면허 적성검사 최저가 낙찰제로 인해 고령 의사들이 과중한 업무를 맡는 구조 개선을 제안했다. 또한, 사이버 선거범죄 대응 예산이 대폭 삭감된 점을 문제 삼아 선관위 요청 예산 증액을 촉구했다."
371회,김성태,government,,,위원,위원,"김성태 위원은 경찰청이 특정 정당 싱크탱크의 검찰 개혁 자료를 배포한 점을 문제 삼으며 정치적 중립 훼손을 지적했다. 또한 ‘광화문1번가’ 홈페이지 개발 예산의 과다 청구와 기능 개선 예산 낭비, 행안부 정책위원회 예산의 성과 없는 홍보비 지출을 비판하며 관련 예산 전액 삭감을 요구했다."
371회,김영우,lawmaker,새누리당,국회 행정안전위원회,위원,,"김영우 의원은 경찰이 특정 정당 동영상을 무단 입수·배포하고, 집권 여당의 검찰 개혁 자료를 내부에 돌린 것은 공권력의 중립성을 훼손하는 심각한 문제라고 지적했다. 경찰청장에게 사전 인지 및 책임을 묻고, 검찰·경찰 개혁은 국회에서 국민과 전문가 의견을 반영해 이루어져야 한다고 강조했다."
371회,김영호,lawmaker,새누리당,국회 행정안전위원회,위원,,"김영호 의원은 경찰청장의 범수사부서 대토론회 발언과 관련해 조선일보 보도가 과도한 확대 해석이라며, 민주연구원 자료 분석 지시는 지시가 아닌 권고였다고 설명했다. 야당의 문제 제기는 형평성 문제로, 여당과 야당 싱크탱크 자료 모두 경찰이 면밀히 검토하는 것이 필요하다고 주장했다. 내부망 공유 내용도 정치적 의도 없이 이루어진 것으로 해석했다."
371회,김한정,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김한정 위원은 비영리 민간단체 공익사업 지원 기준의 불합리성과 예산 집행의 문제점을 지적하며, 드론 테러 대응장비 예산 확대와 여성 경찰 편의시설 확충을 요청했다. 또한 국립과학수사연구원의 노후 장비 교체 및 첨단 장비 증액 필요성을 강조하며 관련 자료 제출 의사를 밝혔다."
371회,민갑룡,government,,경찰,청장,경찰 청장,"민갑룡 경찰청장은 2020년 예산안과 경찰 개혁 추진 상황을 설명하며, 인권 보호와 치안 강화, 근무여건 개선에 중점을 두겠다고 밝혔다. 수사권 조정과 관련한 우려에 대해 세심한 주의를 기울이고, 관련 자료 공유와 내부 교육을 통해 국민 중심 개혁을 지속하겠다고 답변했다. 또한, 현장 대응력 강화를 위한 예산 확보와 협업 필요성을 강조하며 국회의 지속적 지원을 요청했다."
371회,박영수,government,,중앙선거관리위원회,사무총장,중앙선거관리위원회 사무총장,"박영수는 2020년도 중앙선거관리위원회 예산안에 대해 제21대 국회의원선거 실시로 세입·세출 예산이 크게 증가했음을 설명하고, 공정한 선거 관리와 정당 발전 지원에 최선을 다할 것을 약속했다. 또한 국감 지적사항을 반영해 제도 개선과 예산 확보에 노력 중임을 보고하며 위원들의 관심과 협조를 요청했다."
371회,박완수,lawmaker,새누리당,국회 행정안전위원회,위원,,"박완수 의원은 경찰청장이 본연의 임무에 충실하지 않고 정치 편향적 행보로 경찰 신뢰를 훼손한다고 비판하며, 북한 산업 협력 연구와 집행률 낮은 청년 일자리 사업, 간이 스프링클러 사업 등 예산 낭비를 지적하고 전액 삭감을 요구했다. 또한 행안부의 중복 선거 홍보 예산 편성에 의문을 제기하며 공직자들의 예산 집행 태도를 문제 삼았다."
371회,소병훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"소병훈 위원은 경찰청 자원봉사 단체인 녹색어머니회와 모범운전자회의 겨울 근무복 및 미세먼지 마스크 등 지원 예산 부족 문제를 지적하며 추가 예산 확보를 요청했다. 또한, 지방 위험도로 구조개선 사업 예산이 크게 부족해 사고 예방에 미흡하다고 비판하며 예산 확대와 어르신 안전 배려를 촉구했다. 마지막으로 CCTV 통합관제센터 2단계 사업 추진도 당부했다."
371회,안상수,lawmaker,새누리당,국회 행정안전위원회,위원,,"안상수 의원은 자유한국당에 검찰 수사와 재판을 받는 의원이 다수 있는 반면, 민주당은 없다고 지적하며 검찰 수사에 불공정함이 있다고 주장했다. 검경 수사권 조정은 필요하나 공수처 설치는 독재 기구라 반대한다고 밝혔다. 또한 당 차원에서 국민 입장에서 수사권 조정을 엄정히 보고 있음을 강조했다."
371회,윤재옥,lawmaker,새누리당,국회 행정안전위원회,위원,,"윤재옥 의원은 바르게살기운동중앙회와 새마을운동 등 관련 사업 예산의 유지 및 증액 필요성을 강조하며, 일부 사업의 집행률 저조와 법적 근거 미비 예산에 대한 삭감을 요청했다. 또한 청년 및 지역 일자리 사업의 단기성 문제와 예산 조정 필요성을 지적했다. 경찰 수사권 조정과 관련해 정치적 중립 유지와 신뢰 확보가 중요하다고 당부했다."
371회,윤종인,government,,행정안전부,차관,행정안전부 차관,"윤종인은 사업 선정 후 잘못된 부분에 대해 정산·환수 조치를 하고, 환수액이 크면 다음 연도 사업에서 배제한다고 설명했다. 지역주도형 청년 일자리는 예산을 늘리고, 지역공동체 일자리는 일부 축소했으며, 지방재정분권에 따른 예산 이관과 교부세 감소도 언급했다. 예산 심사 과정에서 위원 의견을 적극 반영하겠다고 밝혔다."
371회,이언주,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이언주는 버닝썬 내사 종결 문제에 대해 감사원 감사를 요청하고, 비영리단체 지원과 지역사랑상품권 사업의 형평성과 예산 낭비 문제를 지적했다. 또한 ESS 화재 사고와 관련해 안전 시스템 개발을 조속히 완료하고, 예산을 압축해 1~2년 내에 사업을 마무리할 것을 촉구했다."
371회,이재정,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이재정 의원은 대통령기록관 예산 증액 필요성과 미정리 기록물 정리 예산 확대를 강조하며, 여성 대상 범죄 대응 사업의 예산 집행 효율성 및 중복성 해소를 요청했다. 또한, 경찰 관련 보고서 예산 삭감 우려에 대해 부당한 정치적 논란을 경계하며 예산 보호를 당부했다."
371회,이채익,lawmaker,새누리당,국회 행정안전위원회,위원,,"이채익 위원은 내년도 예산 심사 중 장관 불출석 사유인 대통령 행사 일정 조율 문제를 지적하며 재발 방지를 요청했다. 행안부 예산 중 지방행정·안전 예산 감액과 일자리 예산 증액에 문제를 제기하고, 수사구조개혁단 예산 전액 삭감과 정책기획위원회 홍보성 예산 삭감을 요구했다. 또한 대통령기록관 부지 매입비 삭감과 경찰 순찰차 자동심장충격기 예산 반영을 요청했다."
371회,전혜숙,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"전혜숙 위원은 2020년도 행정안전위원회 소관 예산안 심사 개회를 선언하고, 지역경제 활성화 및 안전 강화 등 주요 예산 방향을 설명하며 위원들의 꼼꼼한 심사를 요청하였다. 또한, 정부 측의 철저한 예산 설명과 국정감사 지적사항 반영을 당부하고, 서면 질의 활용과 예산안심사소위 회부를 안내하였다. 마지막으로 위원들의 적극적인 예산안 심사 참여와 협조를 부탁하며 회의를 마무리했다."
371회,정문호,government,,소방,청장,소방 청장,"정문호 발언은 소방국가직화 예산안 설명과 함께 내년도 예산 증액 및 감액 내역, 소방력 강화와 취약계층 화재예방 지원, 연구 및 장비 보강 계획을 중심으로 국민안전 확보를 위한 사업 추진 요청을 담고 있다. 또한 헬기 교체 및 산림화재 진화 방안에 대해 신속한 성과 도출 의지를 밝혔다."
371회,정성희,government,,전문,위원,전문 위원,"정성희 전문위원은 2020년도 중앙선거관리위원회, 경찰청, 소방청 예산안에서 과다 편성된 선거공보 등기요금, 단속장비, 수당 예산 감액과 사업 성과 검증 및 수요량 조정 필요성을 지적하였다. 특히 드론 테러 대응 장비 확충과 경찰 교육기관 수당 편성의 부적정성, 소방청 사업 지연에 따른 예산 축소를 요청하였다. 전반적으로 예산의 효율적 집행과 재검토를 강조하였다."
371회,조의섭,government,,수석전문,위원,수석전문 위원,"조의섭 수석전문위원은 행정안전부와 인사혁신처 예산안 검토 결과, 일부 사업의 예산 중복 및 비효율 문제와 법적 근거 미비, 사업 통합 필요성을 지적하며 예산 절감 및 재검토를 요청했다. 특히 지역사랑상품권 지원과 유해 봉환 사업의 법적·운영적 개선을 강조했다. 인사혁신처는 공용 차량 활용 및 공사 일정 지연에 따른 예산 조정 필요성을 제안했다."
371회,진영,lawmaker,더불어민주당,국회 행정안전위원회,장관,,"진영 발언자는 내년도 행정안전부 예산안이 지역경제 활성화, 안전 강화, 첨단기술 도입 등에 중점을 두었으며, 세입은 소폭 증가하고 세출은 지방교부세 감소로 소폭 감소했다고 설명했다. 예산 심사에 성실히 임할 것을 약속하며, 청년 일자리 등 취약계층 지원 사업 증액과 현장 의견 반영 의지를 밝혔다. 위원들의 심도 있는 검토와 협조를 요청했다."
371회,홍문표,lawmaker,새누리당,국회 행정안전위원회,위원,,"홍문표 의원은 행안부가 지방 안전 예산 삭감 대신 본연의 국민 안전 역할에 집중할 것을 요청하고, 산불 대응을 위해 소방헬기뿐 아니라 간이 댐과 인도 설치 등 산림청과 협력한 근본 대책 마련을 강조했다. 또한 경찰청에는 5대 강력범죄 대응을 위한 경찰 증원과 자율방범대 지원 예산 확대를 촉구했다."
371회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"홍익표는 조선일보의 왜곡 보도와 정치 공작 수준의 기사 문제를 지적하며, 경찰이 검경 수사권 조정 관련 보고서를 공개적으로 공부하고 업무에 임할 것을 요청했다. 또한, 화성 8차 사건 관련 가혹 수사 의혹과 재심 필요성을 언급하며 경찰의 투명한 대응과 과거 잘못에 대한 명확한 반성을 촉구했다."
371회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원장대리,,"홍익표 위원은 소병훈 위원의 수고를 인정하며, 다음 질의자로 홍문표 위원에게 발언 기회를 넘겼다. 별도의 쟁점이나 문제제기는 없었다."
371회,황서종,unknown,,,인사혁신처장,인사혁신처장,"황서종은 내년도 인사혁신처 예산안과 공무원연금기금운용계획안을 설명하며, 공무원 선발·육성과 연금 재정 안정에 중점을 두었다고 밝혔다. 세입은 17.5% 감액, 세출은 12.7% 증액 편성되었으며, 국민이 기대하는 공직사회 변화를 위해 꼭 필요한 예산만 반영했다고 강조했다. 위원들의 심도 있는 검토와 지원을 요청하였다."
376회,권은희,lawmaker,국민의당,국회 행정안전위원회,위원,,"권은희는 선거구획정위가 이번에 독립적으로 시도별 국회의원 정수를 포함한 선거구 획정을 처음 실시했으나, 기존 국회 합의 관행을 벗어나지 않아 소극적이었다고 지적했다. 이에 따라 농산어촌 배려가 부족한 점은 과도기적 현상으로 이해되며, 법적 강제 규정을 준수한 결과임을 설명했다. 또한, 분구 및 인접 행정구역 통합 방식의 법적 가능성에 대해 질의했다."
376회,김병관,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김병관 의원은 농산어촌 지역 대표성을 존중하며 생활권 인접 지역 중심으로 선거구를 조정해야 한다고 강조했다. 또한 인구수는 법정 기준인 선거일 전 15개월 인구만을 고려해야 하며, 획정위가 지나치게 낮게 설정한 최소 인구 기준을 국회 합의안 수준(약 13만 9천명)으로 상향 조정해 선거구 혼란을 최소화할 것을 요청했다."
376회,김세환,unknown,,,중앙선거관리위원회사무차장,중앙선거관리위원회사무차장,"김세환은 선거구 획정 시 법정 인구 기준과 비법정 요소를 모두 고려했으며, 시도별 정수 조정 권한이 국회에 있음을 강조했다. 농산어촌 대표성은 헌법재판소 판결에 따라 제한적 반영되며, 생활권뿐 아니라 여러 요소를 균형 있게 반영해야 한다고 설명했다. 또한, 경북과 화성시 사례 등에서 법적·지역적 제약으로 인한 불가피한 조정이 있었음을 해명했다."
376회,김영호,lawmaker,새누리당,국회 행정안전위원회,위원,,"김영호 의원은 시간이 도착하지 않았음을 문제로 제기하며, 상황에 대한 명확한 확인을 요구했다."
376회,김한정,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김한정 의원은 공직선거법 25조 1항에 따른 인구 기준에 비해 노원구 인구가 강남구보다 많음에도 노원구는 선거구를 줄이고 강남구는 유지한 이유와 근거를 질의했다. 특히 노원구의 인구 증가 추세와 관련된 구체적 자료 제출을 요청하며, 인구 추이가 아닌 다른 결정 요인이 무엇인지 명확히 밝혀줄 것을 요구했다."
376회,안상수,lawmaker,새누리당,국회 행정안전위원회,위원,,"안상수 의원은 선거구 획정 과정에서 특정 지역과 정당에 유리하거나 불합리한 조정이 이루어진 점을 문제 삼으며, 경북 북부와 화성시 사례를 들어 인위적 재편 의혹을 제기했다. 그는 최소한의 조정 원칙과 합리적 절충이 필요하다고 강조하며 재검토를 요청했다."
376회,윤재옥,lawmaker,새누리당,국회 행정안전위원회,위원,,"윤재옥 의원은 선거구 조정이 선거 40일을 앞두고 과도하게 이루어져 혼선을 초래할 우려가 크다고 지적하며, 최소 조정 원칙이 지켜지지 않았다고 문제제기했다. 특히 경북과 고양 지역에서 민심 분열을 의도적으로 해소하려는 조정 의혹이 제기되니, 여론을 청취해 반영할 것을 요청했다."
