회차,발언자유형,의원명,정당,소속기관,직위,발화내용 요약
419회,lawmaker,박정현,더불어민주당,국회 행정안전위원회,위원,"박정현 의원은 12·3 내란 관련 국무위원과 경찰 수뇌부의 거짓말과 은폐를 강력히 비판하며, 관련자 전원의 엄정 처벌과 국회 증언 시 선서 의무화를 요청했다. 경찰이 계엄군의 국회 진입을 방조한 점과 내란 공모 의심자에 대한 명확한 입장 표명을 촉구하며, 선관위의 보안 문제와 부정선거 의혹도 해명할 것을 요구했다."
419회,government,박현수,,행정안전부경찰,국장,박현수는 포고령을 직접 본 적 없으며 TV를 통해 알게 됐다고 설명했다. 경찰국은 경찰 장악이 아닌 법령상 장관 권한 수행을 위한 기구임을 강조했다. 인사와 자치경찰 지원 업무를 담당한다고 밝혔다.
419회,lawmaker,신정훈,더불어민주당,국회 행정안전위원회,위원장,"신정훈 위원은 12·3 계엄령 사태가 절차와 정당성을 결여한 반헌법적 내란이며, 정부와 여당이 내란에 동조·방조했다고 강력히 비판했다. 경찰과 행안부의 진상규명 왜곡 및 자료 제출 지연을 질타하며, 국회와 선관위에 대한 여당의 압박과 부정선거 음모론을 문제 삼았다. 국회 정상화와 철저한 수사, 책임자 처벌을 촉구하며 여당의 협조를 거듭 요청했다."
419회,lawmaker,양부남,더불어민주당,국회 행정안전위원회,위원,"양부남 의원은 경찰청장과 서울경찰청장이 계엄 관련 허위문서 작성 의혹을 제기하며 국회의 적절한 조치를 요청했다. 윤석열 씨에 대한 체포영장 집행 시 경호처와의 무력 충돌 가능성에 대비책 마련을 요구하고, 선관위 보안 문제와 압수수색 거부 여부에 대해 질의했다."
419회,unknown,오부명,,,서울특별시경찰청공공안전차장,"오부명은 21시경 외출 후 22시경 귀가했으며, 전화받은 적 없고 경비 관련 상황임을 명확히 했다."
419회,lawmaker,용혜인,기본소득당,국회 행정안전위원회,위원,"용혜인은 행정안전부와 경찰이 내란 공범 의혹 관련 자료 제출을 거부·은폐하고 있다고 비판하며, 윤석열 대통령 내란수괴 혐의에 대한 신속한 긴급체포 의지를 경찰이 밝혀야 한다고 촉구했다. 또한, 비상계엄 당시 경찰과 군의 불법적 국회 진입 및 계엄 해제 지연 의혹에 대한 철저한 진상규명을 요구했다. 경찰 내부의 공익제보와 국민 신뢰 회복도 강조했다."
419회,lawmaker,위성곤,더불어민주당,국회 행정안전위원회,위원,"위성곤 위원은 국민의힘 의원들의 국회 회의 불참과 조지호 청장의 거짓말 및 책임 문제를 지적하며, 계엄 사건 관련 경찰 무전 녹취록의 추가 제출과 진상규명을 촉구했다. 또한 12·3 비상계엄 선포의 위헌성 문제와 관련자들에 대한 엄정 수사를 요구하며, 경찰 조직의 부당한 명령 복종과 책임 회피를 비판했다."
419회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,위원,"윤건영 의원은 내란 사태 당시 여당 위원들의 국회 불참과 경찰의 국회 봉쇄 및 거짓 보고를 강하게 비판하며, 조지호 청장 등의 거짓말과 경찰의 내란 가담 의혹에 대한 엄중 처벌과 직무 정지를 촉구했다. 또한, 경찰의 가짜 출근·위장경호 의혹과 국회 체포조 투입 사실 확인 및 관련 자료 제출을 요구했다."
419회,lawmaker,이광희,더불어민주당,국회 행정안전위원회,위원,이광희 위원은 경찰이 헌법기관인 국회와 국회의원을 보호하지 않고 군인들을 안내하며 정권에 충성하는 등 원칙을 상실했다고 비판했다. 비상사태 시 국회의 불체포특권과 임시국회 소집권 등 헌법적 권한을 경찰이 침해한 점을 문제 삼았다. 또한 선관위가 대통령의 비상계엄 선포 근거인 선거 관련 의혹을 제대로 검증·대응하지 못한 점을 지적하며 철저한 대응과 쇄신을 촉구했다.
419회,lawmaker,이상식,더불어민주당,국회 행정안전위원회,위원,"이상식 의원은 경찰의 계엄 대응과 대통령·행안부장관의 역할에 문제를 제기하며, 경찰 수뇌부의 독자적 법적 판단과 적극적 저항 필요성을 강조했다. 또한, 경찰 승진시험에 헌법 과목 포함과 선관위의 부정선거 의혹에 대한 적극적 의사표명을 요청했다. 대통령실과 행안부장관의 12월 3일 행적에 대한 철저한 확인도 요구했다."
419회,unknown,이성민,,,경찰청비서실,"이성민은 18시 30~40분 사이 금융연수원으로 이동했으며, 삼청동 안가에는 가지 않았다고 밝혔다. 정확한 시간과 일부 내용은 기억나지 않지만 거짓말하지 않았고, 약 2년간 모셨다고 설명했다. 이동 경로와 상황에 대해 사실대로 답변했다."
419회,unknown,이호영,,,경찰청장직무대행,"이호영은 내란죄 혐의 진상규명과 국수본의 철저한 수사를 강조하며, 경찰 지휘부의 부적절한 대응과 위장제대 등 문제점을 인정했다. 경찰의 독립적 수사와 조직 쇄신 필요성을 언급하고, 국회 경비 문제 등 구체 사안에 대해 추가 확인과 조치를 약속했다."
419회,government,장병호,,중앙선거관리위원회정보보호,과장,장병호는 선거관리위원회가 선거 명부 관리와 정치자금 업무 등 선거 관련 주요 데이터를 관리한다고 설명했다.
419회,unknown,정동실,,,서울특별시경찰청제27기동대장,"정동실은 전장연 집회 관리 중 비상계엄 선포 사실을 현장에서 보고 지휘부 지시에 따라 행동했으며, 국회의원 출입 허용에 대한 내부 의견은 있었으나 법적 판단은 불가능했다고 설명했다."
419회,lawmaker,정춘생,조국혁신당,국회 행정안전위원회,위원,"정춘생 의원은 계엄령 상황에서 경찰의 국회 출입 통제와 윤석열 전 대통령의 지시 여부를 문제 삼으며, 무전 녹취록의 공란과 편집 의혹을 지적했다. 또한 위헌·위법 가능성에 대한 명확한 입장 표명과 추가 자료 제출을 요구했다. 계엄해제 결의 후에도 경찰이 국회에 경력을 추가 배치한 점도 비판했다."
419회,unknown,조승우,,,중앙선거관리위원회정보정책과,"조승우는 해당 서버가 폐쇄망으로 구성되어 인터넷 연결이 없고, 내부 소수 인원만 접근 가능하다고 설명했다. 국정원 등 외부 기관의 해킹이나 포렌식 시도는 불가능하며, 서버 간 연결도 차단되어 있다고 강조했다."
419회,lawmaker,주진우,국민의힘,국회 행정안전위원회,서울특별시경찰청경비부장,"주진우 경무관은 7시 40분경 서울청장으로부터 호출받아 야간 경력 부대 현황과 추가 배치 가능성을 보고했다. 그는 퇴근 후 서울청장과만 접촉했으며 본청장과는 만나지 않았고, 서울청장이 직접 상황지휘센터에 지시했다고 밝혔다."
419회,lawmaker,채현일,더불어민주당,국회 행정안전위원회,위원,"채현일 위원은 검찰 특수본의 내란 수사권 부재와 경찰청장·서울청장의 위법적 비상계엄 집행 및 국회 봉쇄 협조를 문제 삼으며, 경찰이 권력의 수족이 되어 국민 신뢰를 잃었다고 지적했다. 또한 경찰국 설치로 경찰 독립성이 훼손되어 권력 장악이 심화된 점을 비판하며 경찰국 폐지를 촉구했다."
419회,unknown,최창복,,,서울특별시경찰청경비안전계장,"최창복은 서울경찰청장 지시에 따라 무전을 전달하며 국회 주변 경비 및 차벽 설치를 수행했으나, 군인 투입 사실과 구체적 상황은 알지 못했다고 밝혔다. 당시 상황을 깊이 고민할 여유가 없었으며, 책임을 회피하지 않겠다고 했다. TV를 통해 일부 상황을 접했으나 현장 상황 파악은 제한적이었다고 설명했다."
419회,unknown,최현석,,,서울특별시경찰청장직무대행,"최현석은 당시 서울청장이 상황 정보를 공유하지 않아 경찰 내부에서 계엄령과 포고령 관련 내용을 제대로 알지 못했고, 위법성과 위헌성에 대해 의문을 가졌다고 밝혔다. 그는 출입 통제 전 논란을 우려해 서울청장에게 신중한 결정을 요청했으며, 녹취록과 포고령 내용을 직접 확인하지 못했다고 설명했다."
419회,lawmaker,한병도,더불어민주당,국회 행정안전위원회,위원,"한병도 위원은 검찰과 경찰 수사 과정에서 확인되지 않은 정보 유출로 수사 신뢰가 훼손되는 문제를 지적하며, 관련 통화 내역과 정보망 확인을 국회 차원에서 철저히 요구했다. 또한 윤석열 대통령의 선거 부정 인식이 사회 갈등을 심화시키는 위험성을 경고하며, 선거 관련 허위 유포 처벌 및 제도 개선 필요성을 강조했다."
420회,unknown,강상문,,,서울영등포경찰서장,"강상문은 계엄 선포 당시 형사과가 비상소집되어 5명 명단을 방첩사에 전달했으나, 직접 만남은 없었고 집회 대응이 아닌 계엄 상황 대비였다고 설명했다. 명단 관련 착오가 있어 형사과장이 정정 보고할 예정이며, 체포조 구성은 이후에 논의되었다고 밝혔다."
420회,unknown,고기동,,,행정안전부장관직무대행,"고기동은 지방세 관련 법률안 의결에 감사하며, 기관장 공석 장기화와 관련해 법과 절차 준수가 필요하다고 강조했다. 당직총사령 지시로 인한 혼란과 출입통제 문제에 대해 송구함을 표하고 개선 의지를 밝혔다. 국무회의 구성 및 회의록 작성 문제는 헌법적·사법적 판단이 필요하다고 설명했다."
420회,lawmaker,김상욱,더불어민주당,국회 행정안전위원회,위원,"김상욱 의원은 경찰청에 집회·시위 대응 원칙과 남태령 집회 관리의 미흡함을 지적하며, 경찰의 소통 강화와 사전 교양 필요성을 강조했다. 또한 경찰 내부 익명 게시판의 부적절한 글 문제를 문제 삼으며, 경찰 수뇌부의 책임 있는 대응을 촉구했다. 선관위에는 부정선거론에 대한 적극적 홍보와 국민 갈등 해소 노력을 요청했다."
420회,lawmaker,김성회,더불어민주당,국회 행정안전위원회,위원,"김성회 의원은 신앙의 자유는 보장되나, 선관위 등 공적 기관에 대한 신앙 기반 부정선거 개입은 단호히 차단해야 한다고 강조했다. 경찰의 남태령 트랙터 통제는 법적 근거와 비례성을 결여했으며, 표현·통행의 자유를 과도하게 제한하는 공권력 집행에 문제를 제기했다. 또한 선관위 내 민간인 출입 의혹에 대해 철저한 상황 파악과 보고를 요구했다."
420회,government,김용빈,,중앙선거관리위원회,사무총장,"김용빈은 현수막 관련 법적 판단이 섣부르며 정치적 표현의 자유를 존중해야 한다고 강조하고, 부정선거론자 대응에 법적 한계가 있어 제도 개선 필요성을 제기했다. 또한 선관위의 서버 보안과 투명성 강화 노력, 정치적 중립성 유지 의지를 설명하며, 선거관리 관련 오보에 대해 사실관계를 바로잡았다."
420회,lawmaker,김종양,국민의힘,국회 행정안전위원회,위원,"김종양 위원은 박선영 위원장 임명이 법적·절차적으로 문제없으며 퇴장 명령은 재고해야 한다고 주장했고, 행안부장관·경찰청장 공백에 따른 안전 우려 해소를 위한 조속한 임명을 요청했다. 또한, 트랙터 시위는 법적 제한에 따른 조치였으며 경찰의 엄정한 법 집행을 강조하고, 부정선거 등 괴담 근절을 위한 선관위의 적극적 대응과 설명을 촉구했다."
420회,lawmaker,모경종,더불어민주당,국회 행정안전위원회,위원,"모경종 의원은 국수본의 방첩사 요청과 경찰의 체포 역할 혼선, 국수본 내 문제점 및 철저한 수사 필요성을 지적했다. 국가공무원인재개발원장의 극우 유튜브 활동과 인사혁신처의 미흡한 대응을 비판하며 즉각 해임 조치를 요구했다. 남태령 집회 진압 과정에서 경찰의 과잉 진압과 사실 확인 없는 발언에 대해 정정과 책임 있는 대응을 촉구했다."
420회,government,박선영,,진실·화해를위한과거사정리,위원장,박선영은 출석이 자의가 아닌 요구에 의한 것임을 명확히 했다. 출석의 강제성을 강조하며 임의 출석 아님을 주장했다.
420회,lawmaker,박정현,더불어민주당,국회 행정안전위원회,위원,"박정현 위원은 경찰의 집회·시위 허가제 운영과 과도한 통제로 시민 안전과 기본권 침해 문제를 지적하며, 경찰 내 익명 게시판의 여성 폄하 및 폭력적 발언에 대한 즉각적 조사와 조치를 요구했다. 또한 내란 관련 수사에서 국수본의 비공개 조사와 윤석열 대통령의 출석 거부 문제를 비판하며, 철저한 수사와 공조를 촉구했다. 경찰과 정부의 전향적 태도와 투명한 대응이 필요하다고 강조했다."
420회,government,박창균,,서울영등포경찰서형사1,과장,"박창균 형사과장은 야간 당직 중 필수요원 제외 10명을 먼저 정문에 배치했고, 최초 명단 5명은 비상소집에 응한 인원이라며 양부남 위원 질의 내용을 정정했다. 방첩사 체포조 인솔 형사 5명 요청은 시민 안전과 질서 유지를 위한 것이며, 현장에 무력 충돌이나 장구 소지 등은 전혀 없었다고 설명했다."
420회,lawmaker,배준영,국민의힘,국회 행정안전위원회,위원,"배준영 의원은 공직선거법 제251조에 따른 후보자 비방 금지와 현수막 비방 사례에 대해 선관위의 엄정한 대응을 촉구하며, 비방 허용이 국민 정서에 부정적 영향을 준다고 지적했다. 또한 경찰 조직 개편과 정기 인사 지연 문제에 대해 행안부 차관의 적극적 대응을 요청했다."
420회,lawmaker,신정훈,더불어민주당,국회 행정안전위원회,위원장,"신정훈 위원은 윤석열 정부 인사 실패와 진화위원장 박선영의 편향적 발언 및 임명 절차 문제를 강하게 비판하며 진화위원장 퇴장을 요구했다. 또한 내란 사건 관련 철저한 진상 규명과 자료 제출을 촉구하며, 경찰의 집회 기본권 보장과 국회의 충실한 역할을 강조했다. 마지막으로 행안위의 법안 심사 및 국정감사 성과를 평가하며 위원들과 관계자들에게 감사 인사를 전했다."
420회,lawmaker,양부남,더불어민주당,국회 행정안전위원회,위원,"양부남 위원은 방첩사의 ‘체포조’ 인솔 요청과 영등포서 형사 명단 제출 시점의 불투명성을 문제 삼으며, 수사본부장 우종수가 관련 연락을 받지 않았다고 한 점에 의문을 제기했다. 또한 군인 수사 관할 혼선과 공조수사본부의 역할 문제, 윤석열 대통령 등 고위 인사 수사 지연에 대한 국민 불안, 경찰의 신분증 확인 권한 남용 의혹을 지적하며 철저한 수사를 촉구했다."
420회,government,연원정,,인사혁신,처장,"연원정은 국정철학 교육 내용에 문제 없음을 명확히 하지 않았으며, 위원들의 지적사항을 깊이 유념하고 개선 의지를 밝혔다. 정무직 임명·면직 절차는 인사혁신처가 형식적 절차만 수행하며, 면직은 인사권자 수용 시 전자결재로 진행됨을 설명했다. 정무직 인사에 대한 실질적 관여는 없음을 재차 확인했다."
420회,lawmaker,용혜인,기본소득당,국회 행정안전위원회,위원,"용혜인 의원은 박선영 위원장의 내란 동조 및 부적절한 임명 철회를 강력히 요구하며, 경찰의 내란 수사 미흡과 국민 집회·시위 자유 침해를 비판했다. 특히 경찰이 내란 수괴에 대한 엄정 수사 대신 국민 탄압에 집중하는 행태를 문제 삼고, 법 집행의 공정성과 국민 권리 보장을 촉구했다."
420회,government,우종수,,경찰청국가수사,본부장,"우종수는 공수처에 사건을 이첩하고 협조 수사를 진행 중이며, 대통령실 및 경호처에 대한 압수수색은 법적 절차상 허가 문제로 미뤄진 상황을 설명했다. 계엄 관련 지시나 연락은 받은 바 없고, 수사 인력 지원 요청에 대해 법령 검토 후 신중히 대응했다고 밝혔다. 또한, 피의자 조사와 자료 보존 요청 등 수사 절차를 엄정하고 신속하게 진행 중임을 강조했다."
420회,lawmaker,위성곤,더불어민주당,국회 행정안전위원회,위원,"위성곤 의원은 내란범죄 사건 관련 서울경찰청의 CCTV 자료 제출 거부와 대통령실의 수사 비협조를 강하게 비판하며, 내란 혐의자 신속 체포와 휴대폰 확보 등 적극적 수사를 촉구했다. 또한 내란 사태를 부정하는 여당을 질타하고, 선거 부정 주장에 대해 선관위의 명확한 입장 표명을 요구했다. 국가적 이익 침해와 국민 불안을 강조하며 법적 대응과 수사의 철저함을 주문했다."
420회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,소위원장,"윤건영 위원은 지방세기본법 등 6건 법률안 심사 결과를 보고하며, 일부 법안의 표현 수정 및 매각결정 기한 연장 근거 신설, 납부증명서 제출제도 연기 등을 수정 의결했다고 밝혔다. 모든 법안은 여야 합의로 처리되었으며, 관계자들의 노고에 감사 인사를 전했다."
420회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,위원,"윤건영 의원은 윤석열 대통령의 진화위원장 임명을 내란범죄 연루에 따른 비정상적 인사로 규정하며 원천 무효를 주장했다. 내란 관련 수사 과정에서 검찰의 수사 방해 및 증거 인멸 의혹, 계엄 문건 파기 문제를 지적했고, 선관위 내 계엄군 감금·통제 사실 은폐 의혹을 제기하며 철저한 조사를 촉구했다."
420회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,위원장대리,윤건영 의원은 여러 위원들의 질의와 수고를 언급하며 예의를 표했다. 이상식 위원 발언 내용은 신정훈 위원장과 추후 논의하기로 했다. 별도의 쟁점이나 문제제기는 없었다.
420회,unknown,윤승영,,,경찰청수사기획조정관,"윤승영 수사기획조정관은 11시 58분에 긴급 상황을 경찰청장에게 즉시 보고하고 지침을 받아 지원 병력 5명 연락처를 확보했으며, 인력 배치는 경찰청장의 최종 권한임을 설명했다. 국가수사본부장은 수사 지휘에 독립적이나 수사 행정과 인력 배치는 경찰청장 감독을 받는다. 12시부터 12시 30분까지 경찰청장 지휘부 회의에 참석해 상황을 공유했다."
420회,lawmaker,이광희,더불어민주당,국회 행정안전위원회,위원,"이광희 의원은 경찰이 계엄군과 공동작전을 수행하며 국회 경내에 무단 침입한 사실과 행안부가 법적 근거 없이 지방자치단체에 계엄 포고령 폐쇄명령을 내려 혼란을 초래한 점을 문제 삼았다. 이에 대한 철저한 수사와 책임자 엄벌, 재발 방지를 촉구했다."
420회,lawmaker,이달희,국민의힘,국회 행정안전위원회,위원,"이달희 위원은 소방안전교부세 법제화를 통해 소방관 순직을 기리고 국민 안전을 강화할 필요성을 강조했으며, 비상계엄 사태와 관련해 법과 원칙에 따른 공정한 수사와 입법부의 신중한 대응을 촉구했다. 또한, 선관위의 선거 서버 보안 강화와 조직 혁신을 요구하며 국민 신뢰 회복을 강조했다."
420회,lawmaker,이상식,더불어민주당,국회 행정안전위원회,위원,"이상식 의원은 검찰이 우종수 국가수사본부장 휴대폰 압수수색 등으로 경찰 수사를 방해하고 내로남불 행태를 보인다며 강력히 비판했다. 윤석열 대통령 신병 확보 필요성을 강조하며, 검찰의 권력 다툼과 수사 방해 행위를 위원회 차원에서 결의해 막아야 한다고 요청했다."
420회,lawmaker,이성권,국민의힘,국회 행정안전위원회,위원,"이성권 위원은 계엄 사태와 관련해 행안부장관, 방첩사령부 간 논의 여부 및 국가수사본부장의 방문 목적을 확인하며 사전 계엄 지시 부재를 강조했다. 또한, 2022년 국정원-KISA 합동 보안점검 결과가 대통령 판단에 영향을 미친 점을 지적하며 선관위의 역할과 관련 공문 제출을 요청했다."
420회,lawmaker,이해식,더불어민주당,국회 행정안전위원회,위원,"이해식 위원은 이상민 장관의 계엄 선포 인지 시점과 관련 자료 제출, 12월 3~4일 정부 청사 출입기록 요구를 강조하며, 계엄 관련 회의 및 경찰 대응 자료 제출을 촉구했다. 또한 부정선거 주장자 증인 출석과 청문회 개최 필요성을 제기하고, 경찰 인사에 대한 신중한 검토를 요청했다."
420회,unknown,이현일,,,경찰청수사기획계장,"이현일은 방첩사에서 국수본 요청으로 체포조 명단 5명을 파견했으나, 현장 혼란으로 단순 안내 역할로 이해했다고 설명했다. 체포 대상이나 국회의원 체포 가능성은 몰랐으며, 본부장 보고도 없었다고 밝혔다. 또한 참고인 신분 압수수색 과정에서 절차적 불합리함을 지적했다."
420회,unknown,이호영,,,경찰청장직무대행,"이호영은 경찰이 집시법에 따라 적법 절차를 준수하며 집회·시위 안전과 인권을 최우선으로 관리했으며, 트랙터 행진 제한 통고는 교통 및 안전 문제 때문이라고 설명했다. 비상계엄 관련 의혹과 내부 블라인드 게시판 문제는 철저히 수사 중이며, 현장 경찰의 법 집행에 대해 사과할 단계는 아니라고 밝혔다. 앞으로도 유연하고 적법한 법 집행과 집회 문화 개선을 위해 노력하겠다고 강조했다."
420회,unknown,임경우,,,서울특별시경찰청수사부장,"임경우 수사부장은 국수본의 100명 수사관 파견 요청에 대해 명단 작성과 출근 지시를 했으나, 구체적 역할 요청이 없어 명단은 본인만 보고받고 외부 전달을 금지했다. 경계 강화 규정에 따라 비상연락 체계 유지 및 출동 대기 태세를 지시했으며, 대규모 집회 상황에 대비해 지능팀도 출근시켰다. 국가수사본부장과는 별도 연락 없이 수사차장과 독자적으로 의사결정했다고 밝혔다."
420회,government,전창훈,,경찰청수사기획,담당관,"전창훈 수사기획과장은 공문을 통해 우려 의견을 전달했으며, 수사 직원들이 심리적으로 위축될 것으로 예상된다고 밝혔다."
420회,lawmaker,정동만,국민의힘,국회 행정안전위원회,위원,"정동만은 퇴장 절차가 여야 간사 합의 하에 이뤄져야 하는데, 일방적으로 진행되는 점을 문제 삼으며 퇴장을 요구했다."
420회,unknown,정일현,,,서울영등포경찰서강력7팀장,"정일현은 비상소집 연락을 받았으나 구체적인 내용이나 위치에 대해 전혀 듣지 못했다고 설명했다. 협조 요청도 만나서야 알게 되었으며, 당시 상황에 대해 별다른 인지 없이 지휘관에게 보고하려 했으나 만나지 못했다고 밝혔다."
420회,lawmaker,정춘생,조국혁신당,국회 행정안전위원회,위원,정춘생 의원은 남태령 차벽 봉쇄로 농민들의 평화적 행진을 불법·위헌적으로 막은 경찰의 조치를 강력히 비판하며 공식 사과와 재발 방지를 요구했다. 또한 내란수괴 윤석열 임명 인사와 5·16 군사쿠데타 찬양 발언을 문제 삼아 해당 위원장의 자격을 부정했다. 선관위에는 부정선거 음모론 대응 강화와 단체장 정치적 의사 표현에 대한 명확한 해석을 촉구했다.
420회,lawmaker,조승환,국민의힘,국회 행정안전위원회,위원,"조승환 의원은 내란죄에 대해 정치적 판단 배제하고 엄정한 사법적 법리 판단을 촉구하며, 수사 과정에서 가짜뉴스 확산 방지를 위한 보안 강화 필요성을 강조했다. 또한 내란죄 적용 시 수·하명 관계자 처벌 우려와 정부 무정부 상태 가능성에 대한 대비를 요청했다. 선거관리위원회의 독립성 문제와 선거 부정 우려에 대해서도 개선을 요구했다."
420회,lawmaker,조은희,국민의힘,국회 행정안전위원회,위원,"조은희 위원은 지방세법 개정안 처리와 국회 내 인신공격 자제를 촉구하며, 선관위의 법안 추진 과정과 현수막 이중 잣대 논란에 대한 투명한 자료 제출을 요구했다. 또한, 국가범죄 공소시효 폐지법안이 경찰에 미칠 부작용과 경찰 수사권 위축 우려를 지적하며, 현안질의 관련 과도한 자료 요구에 반대 입장을 표명했다. 마지막으로 위원장에게 동료 위원에 대한 예의를 지켜줄 것을 요청했다."
420회,lawmaker,채현일,더불어민주당,국회 행정안전위원회,위원,"채현일 의원은 계엄 선포 절차상 불법성과 국무회의 책임 문제, 국회 봉쇄 및 체포 지시 과정의 문제점을 지적하며 관련자들의 법적 책임을 강조했다. 또한 경찰과 선관위의 대응 미흡과 내부 정보 유출 의혹을 제기하며 엄정한 조사와 명예 회복을 요청했다."
420회,unknown,최현석,,,서울특별시경찰청장직무대행,"최현석은 당시 계엄 관련 구체적 내용이 공유되지 않았고, 트랙터 상경 시 차선 통제로 질서 유지에 집중했다고 설명했다. 시민 통행은 자유롭게 허용했으며, 일부 직무 질문은 경직법에 따른 것이라 확인 중이라고 밝혔다. 내부 논의 미흡과 헌법 우선 원칙을 강조하며 논란 사안임을 인정했다."
420회,lawmaker,한병도,더불어민주당,국회 행정안전위원회,위원,"한병도 위원은 윤석열 대통령의 내란 혐의와 수사 비협조 문제를 지적하며 신속한 소환과 증거 확보를 촉구했다. 또한, 부정선거 음모론 확산 방지를 위해 선거법 처벌 조항 신설 등 제도개선 필요성을 강조했다. 아울러 경찰의 계엄 관련 책임과 자성, 미래 지향적 입장 발표를 요청했다."
420회,government,허석곤,,소방,청장,허석곤 소방청장은 법안소위에서 가결된 안이 소방특별회계 재원 확보에 도움이 될 것으로 평가했다. 전국 소방공무원과 의용소방대원들이 국민 안전을 최우선으로 업무에 임하고 있음을 강조했다.
420회,government,김상춘,,행정안전부의정,담당관,"김상춘은 국무위원 대상 자료 요청 공문을 발송하고 일부 답변을 받았으나, 참석 시간 등 구체 내용에 대한 회신은 미흡했다고 설명했다. 답변 내용이 특별하지 않아 정확한 인원 파악은 어려웠다고 밝혔다."
420회,unknown,박우현,,,경찰청과학수사심의관,"박우현은 179명 희생의 대형 항공사고에서 시신 훼손과 신원 확인의 어려움을 설명하며, 경찰·소방·국과수 간 긴밀한 협업과 지문·DNA 감정의 중요성을 강조했다. 국민적 애도와 국과수 협력 지원에 감사하며, 향후 조치도 철저히 진행할 것을 약속했다."
420회,lawmaker,이만희,국민의힘,국회 행정안전위원회,위원,"이만희 위원은 체포영장 집행 과정에서 경찰청장 직무대행의 책임 있는 지휘와 국가기관 간 충돌 방지를 강조하며, 대규모 인력 동원에 대한 구체적 보고와 투명성 확보를 요구했다. 또한, 부정선거 의혹 해소를 위한 선관위의 적극적 대응과 국민 표현의 자유 침해 우려에 대한 신중한 접근을 촉구했다."
420회,government,이세영,,행정안전부재난안전정보통신,국장,이세영은 0시 41분에 요청을 받았음을 간단히 보고하였다. 별도의 쟁점이나 추가 설명은 없었다.
420회,unknown,이용철,,,국가기록원장,"이용철 국가기록원장은 공수처 폐기 금지 요청에 따라 관보 고시 및 해당 기관 통보를 진행 중이며, 기록물 관리 실태 점검과 교육 강화 계획을 설명했다. 헌법기관 기록물 폐기 시 협의 절차가 필요하며, 기록물법과 국무회의 규정에 따른 회의록 작성 의무도 검토 중임을 밝혔다."
421회,unknown,고석길,,,서울마포경찰서장,"고석길은 시위대 진입 상황에서 일부 경력이 돌파당해 잠시 후퇴했으나, 즉시 추가 경력을 투입해 문을 확보하고 진압했다고 설명했다. 화면에 보이지 않는 부분에서의 상황과 통화 여부에 대해선 확인하지 못했다고 밝혔다. 윤상현 의원 발언에 대해서는 판단할 입장이 아니라고 했다."
421회,government,김병찬,,경찰청수사,국장,"김병찬 수사국장은 압수수색이 진행됐으며, 기부금품법 위반 여부와 특수건조물침입 등 여러 혐의를 검토 중이라고 설명했다. 채증 자료와 CCTV를 확보해 일부 극우 유튜버를 검거했고, 선동 행위에 대해서도 철저히 수사할 계획임을 밝혔다."
421회,lawmaker,김성회,더불어민주당,국회 행정안전위원회,위원,"김성회 의원은 서부지법 폭동을 내란 선동 및 조직적 계획범죄로 규정하며, 극우 세력의 국민저항권 망상과 법치 파괴를 강력히 비판했다. 또한 시위대 내 중국인 개입설과 중국 공안과의 협력 의혹에 대해 명확한 해명을 요청했다. 공권력의 단호한 법 집행과 사실관계 확인을 촉구했다."
421회,lawmaker,김종양,국민의힘,국회 행정안전위원회,위원,"김종양 위원은 서울서부지방법원 폭력 사태의 근본 원인으로 법 무시와 공권력 경시 풍조를 지적하며, 경찰의 미온적 대응과 불공정한 법 집행을 비판했다. 특히 경찰의 경력 부족 배치와 장비 미비로 시위대의 법원 내 진입을 막지 못한 점을 문제 삼고, 엄정하고 형평성 있는 법 집행과 철저한 진상 조사를 요청했다. 또한 경찰 지도부의 책임과 사과 부재를 아쉬워하며 예방 중심의 치안 대책 강화를 강조했다."
421회,lawmaker,모경종,더불어민주당,국회 행정안전위원회,위원,"모경종 의원은 국민의힘의 증오 정치 조장과 불법 영장 주장에 대해 사실 확인과 자정 필요성을 강조하며, 시위대와 폭도의 구분과 계획적 폭동 의혹을 제기했다. CCTV 증거 훼손 시도와 유튜버 선동 연루 가능성에 대한 철저한 수사를 요청했다. 또한 경찰 책임 전가를 비판하며 이호영 직무대행의 공권력 행사와 법치 확립을 당부했다."
421회,lawmaker,박정현,더불어민주당,국회 행정안전위원회,위원,"박정현 위원은 19일 서부지법 폭동을 내란범 행위로 규정하며, 윤석열과 극우 세력, 국민의힘 일부 의원들을 내란 선동 배후로 지목하고 철저한 수사와 구속 수사를 촉구했다. 또한 경찰의 공권력 행사에 대한 과잉대응 주장을 강력히 반박하며, 내란 폭동 관련자들을 무관용 원칙으로 처벌할 것을 요구했다."
421회,lawmaker,배준영,국민의힘,국회 행정안전위원회,위원,"배준영 위원은 법원 앞 집회 폭력 사태에 대해 경찰 지휘부의 책임과 보호장구 미지급을 강하게 지적하며, 민주당의 선동적 발언을 비판했다. 또한 공정한 의사진행과 정치권의 자중을 요청하며, 향후 유사 사태 재발 방지를 당부했다."
